index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
787,1961-11-15 00:00:00,Nike-Zeus,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,15 November,Successful,1961,4,2406
791,1961-11-15 00:00:00,Nike-Zeus,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,15 November,Successful,1961,4,2407
795,1961-11-16 20:37:00,Nike-Zeus,United States,,Point Mugu,United States,US Army,United States,,,US Army,Suborbital,Missile test,16 November,Successful,1961,4,2408
799,1961-11-17 15:15:00,LGM-30A Minuteman IA,United States,,Cape Canaveral LC-32B,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,17 November,Successful,1961,4,2409
803,1961-11-17 16:06:00,Javelin,United States,,Wallops Island,United States,US Air Force,United States,,,US Air Force,Suborbital,Aeronomy,17 November,Successful,1961,4,2410
807,1961-11-18 06:30:00,Nike-Cajun,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Aeronomy,18 November,Successful,1961,4,2411
811,1961-11-18 13:42:00,Journeyman,United States,,Point Arguello LC-A,United States,NASA,United States,,,NASA,Suborbital,Biological,18 November,Successful,1961,4,2412
815,1961-11-20 18:04:00,Skylark-2C,United Kingdom,,Woomera LA-2,Australia,NASA,United States,,,NASA,Suborbital,UV Astronomy,20 November,Successful,1961,4,2413
819,1961-11-21 19:00:00,Nike-Zeus 3,United States,,Point Mugu,United States,US Army,United States,,,US Army,Suborbital,Missile test,21 November,Successful,1961,4,2414
823,1961-11-21 00:00:00,Skylark-5C,United Kingdom,,Woomera LA-2,Australia,RAE,United Kingdom,,,UCL/RAE,Suborbital,Ionospheric Solar,21 November,Launch failure,1961,4,2415
826,1961-11-22 00:30:00,HGM-25A Titan I,United States,,Cape Canaveral LC-20,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,22 November,Successful,1961,4,2416
830,1961-11-22 21:04:00,SM-65F Atlas,United States,,Cape Canaveral LC-11,United States,US Air Force,United States,,,US Air Force,Suborbital,Ionospheric Aeronomy,22 November,Successful,1961,4,2417
834,1961-11-25 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,25 November,Successful,1961,4,2418
838,1961-11-25 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,25 November,Successful,1961,4,2419
842,1961-11-29 23:01:49,SM-65D Atlas,United States,,Vandenberg LC-576B-2,United States,Strategic Air Command,United States,,,Strategic Air Command,Suborbital,Missile test,29 November,Successful,1961,4,2420
846,1961-11-29 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,29 November,Successful,1961,4,2421
850,1961-11-29 00:00:00,R-16,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,29 November,Successful,1961,4,2422
854,1961-11-29 00:00:00,R-7A Semyorka,Soviet Union,,Baikonur,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,29 November,Successful,1961,4,2423
858,1961-11-29 00:00:00,HGM-25A Titan I,United States,,Cape Canaveral LC-19,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,29 November,Successful,1961,4,2424
862,1961-11-30 17:10:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,NRL,United States,,,NRL,Suborbital,Solar,30 November,Successful,1961,4,2425
866,1961-11-30 00:00:00,Nike-Zeus 3,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,30 November,Successful,1961,4,2426
871,1961-12-01 20:40:00,SM-65E Atlas,United States,,Cape Canaveral LC-13,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,1 December,Successful,1961,4,2427
875,1961-12-01 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,1 December,Successful,1961,4,2428
879,1961-12-01 00:00:00,UGM-27 Polaris A2,United States,,Cape Canaveral LC-29A,United States,US Navy,United States,,,US Navy,Suborbital,Missile test,1 December,Successful,1961,4,2429
883,1961-12-01 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,1 December,Successful,1961,4,2430
887,1961-12-02 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,2 December,Successful,1961,4,2431
891,1961-12-02 00:00:00,R-16,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,2 December,Launch failure,1961,4,2432
894,1961-12-04 04:00:16,XRM-91 Blue Scout Junior,United States,,Point Arguello LC-A,United States,US Air Force,United States,,,US Air Force,Suborbital,Magnetospheric,4 December,Successful,1961,4,2433
898,1961-12-04 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,4 December,Successful,1961,4,2434
902,1961-12-05 23:26:00,Skylark-2C,United Kingdom,,Woomera LA-2,Australia,RAE,United Kingdom,,,Birmingham/UCL,Suborbital,Ionospheric Solar,5 December,Successful,1961,4,2435
906,1961-12-05 00:00:00,UGM-27 Polaris A1,United States,,Cape Canaveral LC-25A,United States,US Navy,United States,,,US Navy,Suborbital,Missile test,5 December,Successful,1961,4,2436
910,1961-12-06 01:30:00,PGM-17 Thor DM-18A,United States,,Vandenberg LE-8,United States,Royal Air Force,United Kingdom,,,Royal Air Force,Suborbital,Missile test,6 December,Successful,1961,4,2437
914,1961-12-06 22:37:00,PGM-19 Jupiter,United States,,Cape Canaveral LC-26A,United States,US Army,United States,,,US Army,Suborbital,Missile test,6 December,Successful,1961,4,2438
918,1961-12-06 00:00:00,Centaure,France,,Reggane,France,CNES,France,,,CNRS,Suborbital,Aeronomy,6 December,Successful,1961,4,2439
922,1961-12-06 00:00:00,Centaure,France,,Hammaguira Bacchus,France,CNES,France,,,CNRS,Suborbital,Aeronomy,6 December,Successful,1961,4,2440
926,1961-12-07 21:18:36,SM-65D Atlas,United States,,Vandenberg LC-576B-3,United States,Strategic Air Command,United States,,,Strategic Air Command,Suborbital,Missile test,7 December,Successful,1961,4,2441
930,1961-12-07 23:15:00,Aerobee-150 (Hi),United States,,Eglin,United States,US Air Force,United States,,,US Air Force,Suborbital,Aeronomy Ionospheric,7 December,Successful,1961,4,2442
934,1961-12-08 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,8 December,Successful,1961,4,2443
938,1961-12-08 00:00:00,Astrobee-1500,United States,,Point Arguello LC-A,United States,US Air Force,United States,,,US Air Force,Suborbital,Geodesy,8 December,Successful,1961,4,2444
942,1961-12-09 00:00:00,Centaure,France,,Reggane,France,CNES,France,,,CNRS,Suborbital,Aeronomy,9 December,Successful,1961,4,2445
946,1961-12-09 00:00:00,Centaure,France,,Hammaguira Bacchus,France,CNES,France,,,CNRS,Suborbital,Aeronomy,9 December,Successful,1961,4,2446
950,1961-12-09 00:00:00,Centaure,France,,Hammaguira Bacchus,France,CNES,France,,,CNRS,Suborbital,Aeronomy,9 December,Successful,1961,4,2447
954,1961-12-10 17:01:00,Nike-Cajun,United States,,Churchill,Canada,NASA,United States,,,NASA,Suborbital,Cosmic ray research,10 December,Successful,1961,4,2448
958,1961-12-12 20:16:00,SM-65F Atlas,United States,,Cape Canaveral LC-11,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,12 December,Launch failure,1961,4,2449
962,1961-12-13 12:00:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Meteorite research,13 December,Successful,1961,4,2450
966,1961-12-13 00:00:00,HGM-25A Titan I,United States,,Cape Canaveral LC-20,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,13 December,Successful,1961,4,2451
970,1961-12-14 07:09:00,Trailblazer 2,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,REV Test,14 December,Successful,1961,4,2452
974,1961-12-14 10:29:00,HAD,United States,,Woomera LA-2,Australia,WRE,Australia,,,WRE,Suborbital,Aeronomy,14 December,Successful,1961,4,2453
978,1961-12-14 20:00:00,Nike-Zeus 3,United States,,Kwajalein,United States,US Army,United States,,,US Army,Suborbital,Missile test,14 December,Successful,1961,4,2454
982,1961-12-14 20:26:00,Nike-Zeus,United States,,Point Mugu,United States,US Army,United States,,,US Army,Suborbital,Missile test,14 December,Successful,1961,4,2455
986,1961-12-14 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,14 December,Launch failure,1961,4,2456
989,1961-12-15 17:00:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Solar,15 December,Successful,1961,4,2457
993,1961-12-15 00:00:00,HGM-25A Titan I,United States,,Cape Canaveral LC-19,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,15 December,Successful,1961,4,2458
997,1961-12-18 13:04:00,LGM-30A Minuteman IA,United States,,Cape Canaveral LC-31B,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,18 December,Successful,1961,4,2459
1001,1961-12-20 03:32:00,SM-65E Atlas,United States,,Cape Canaveral LC-13,United States,US Air Force,United States,,,US Air Force,Suborbital,Cosmic ray research,20 December,Successful,1961,4,2460
1005,1961-12-21 03:35:00,SM-65F Atlas,United States,,Cape Canaveral LC-11,United States,US Air Force,United States,,,US Air Force,Suborbital,Cosmic ray research Ionospheric Meteorite research,21 December,Launch failure,1961,4,2461
1009,1961-12-21 19:54:00,Nike-Cajun,United States,,Wallops Island,United States,NASA,United States,,,Michigan,Suborbital,Aeronomy,21 December,Successful,1961,4,2462
1013,1961-12-22 04:24:00,Aerobee-300A,United States,,Wallops Island,United States,NASA,United States,,,Michigan,Suborbital,Ionospheric,22 December,Successful,1961,4,2463
1017,1961-12-23 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,23 December,Successful,1961,4,2464
1021,1961-12-23 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,23 December,Successful,1961,4,2465
1025,1961-12-26 05:05:00,Kappa-9L,Japan,,Akita,Japan,ISAS,Japan,,,ISAS,Suborbital,Test flight,26 December,Successful,1961,4,2466
1029,1961-12-26 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,26 December,Successful,1961,4,2467
1033,1961-12-26 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,26 December,Successful,1961,4,2468
1037,1961-12-26 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,26 December,Launch failure,1961,4,2469
1040,1961-12-27 00:00:00,R-12 Dvina,Soviet Union,,Vladimirovka PL-1,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,REV Test,27 December,Successful,1961,4,2470
1044,1961-12-28 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,28 December,Successful,1961,4,2471
1048,1961-12-29 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,29 December,Successful,1961,4,2472
1052,1961-12-29 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,29 December,Successful,1961,4,2473
1056,1961-12-29 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,29 December,Successful,1961,4,2474
1060,1961-12-30 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,30 December,Successful,1961,4,2475
1064,1961-12-30 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,30 December,Successful,1961,4,2476
1068,1961-12-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,December,Successful,1961,4,2477
1072,1961-12-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,December,Successful,1961,4,2478
1076,1961-01-01 00:00:00,Jaguar,United States,,"B-57A Canberra, White Sands",United States,US Air Force,United States,,,US Air Force,Suborbital,Aeronomy,Unknown,Successful,1961,4,2479
1080,1961-01-01 00:00:00,Sparoair II,United States,,"F3H Demon, Point Mugu",United States,US Navy,United States,,,US Navy,Suborbital,Test flight,,,1961,4,2480
1084,1961-01-01 00:00:00,Sparoair II,United States,,"F3H Demon, Point Mugu",United States,US Navy,United States,,,US Navy,Suborbital,Test flight,,,1961,4,2481
1,1962-01-13 21:41:00,Thor DM-21 Agena-B,United States,,Vandenberg LC-75-3-4,United States,US Air Force,United States,Discoverer 37 (KH-3 9030),United States,NRO/CIA,Intended: Low Earth,Optical imaging,13 January,Launch Failure,1962,1,2482
1,1962-01-13 21:41:00,Thor DM-21 Agena-B,United States,,Vandenberg LC-75-3-4,United States,US Air Force,United States,SRV-571,United States,NRO/CIA,Intended: Low Earth,Film return,13 January,Launch Failure,1962,1,2482
6,1962-01-24 09:30:00,Thor DM-21 Ablestar,United States,,Cape Canaveral LC-17B,United States,US Air Force,United States,LOFTI 2A,United States,US Navy/NRL,Intended: Low Earth,Technology Ionospheric,24 January,Launch failure,1962,1,2483
6,1962-01-24 09:30:00,Thor DM-21 Ablestar,United States,,Cape Canaveral LC-17B,United States,US Air Force,United States,SECOR (ERGS),United States,US Army,Intended: Low Earth,Geodesy,24 January,Launch failure,1962,1,2483
6,1962-01-24 09:30:00,Thor DM-21 Ablestar,United States,,Cape Canaveral LC-17B,United States,US Air Force,United States,Solrad 4 (GRAB-4),United States,US Navy/NRL,Intended: Low Earth,Radiation ELINT,24 January,Launch failure,1962,1,2483
6,1962-01-24 09:30:00,Thor DM-21 Ablestar,United States,,Cape Canaveral LC-17B,United States,US Air Force,United States,Injun 2,United States,Iowa,Intended: Low Earth,Ionospheric,24 January,Launch failure,1962,1,2483
6,1962-01-24 09:30:00,Thor DM-21 Ablestar,United States,,Cape Canaveral LC-17B,United States,US Air Force,United States,SURCAL 1,United States,NRL,Intended: Low Earth,Calibration,24 January,Launch failure,1962,1,2483
14,1962-01-26 20:30:00,Atlas LV-3A Agena-B,United States,,Cape Canaveral LC-12,United States,US Air Force,United States,Ranger 3 (P-34),United States,NASA,Heliocentric,Lunar impactor,In orbit,Launch failure,1962,1,2484
18,1962-02-08 12:43:45,Thor DM-19 Delta,United States,,Cape Canaveral LC-17A,United States,US Air Force,United States,Tiros-4 (Tiros-D),United States,NASA,Low Earth,Weather,In orbit,Successful,1962,1,2485
22,1962-02-20 14:47:39,Atlas LV-3B,United States,,Cape Canaveral LC-14,United States,US Air Force,United States,Mercury-Atlas 6,United States,NASA,Low Earth,Test flight,19:43:02,Successful,1962,1,2486
26,1962-02-21 18:44:00,Thor DM-21 Agena-B,United States,,Vandenberg LC-75-3-5,United States,US Air Force,United States,FTV-2301 (Ferret/Samos-F2 1),United States,US Air Force,Low Earth,ELINT,9 March,Partial launch failure,1962,1,2487
30,1962-02-27 19:39:00,Thor DM-21 Agena-B,United States,,Vandenberg LC-75-3-4,United States,US Air Force,United States,Discoverer 38 (KH-4 9031),United States,NRO/CIA,Low Earth,Optical imaging,21 March,Partial spacecraft failure,1962,1,2488
30,1962-02-27 19:39:00,Thor DM-21 Agena-B,United States,,Vandenberg LC-75-3-4,United States,US Air Force,United States,SRV-581,United States,NRO/CIA,Low Earth,Film return,3 March,Successful,1962,1,2488
35,1962-03-07 16:06:18,Thor DM-19 Delta,United States,,Cape Canaveral LC-17A,United States,US Air Force,United States,OSO-1 (OSO-A),United States,NASA,Low Earth,Solar,8 October 1981,Successful,1962,1,2489
39,1962-03-07 22:10:31,Atlas LV-3A Agena-B,United States,,Point Arguello LC-1-2,United States,US Air Force,United States,Samos 6,United States,US Air Force,Low Earth,Optical imaging,3 November,Successful,1962,1,2490
39,1962-03-07 22:10:31,Atlas LV-3A Agena-B,United States,,Point Arguello LC-1-2,United States,US Air Force,United States,Samos 6 RV,United States,US Air Force,Low Earth,Optical imaging,7 June 1963,Spacecraft failure,1962,1,2490
44,1962-03-16 11:59:00,Kosmos-2I 63S1,Soviet Union,,Kapustin Yar Mayak-2,Soviet Union,,Soviet Union,Kosmos 1 (DS-2 #1),Soviet Union,,Low Earth,Ionospheric Technology,25 May,Successful,1962,1,2491
1,1962-01-04 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,4 January,Successful,1962,2,2492
5,1962-01-05 15:00:02,LGM-30A Minuteman IA,United States,,Cape Canaveral LC-31B,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,5 January,Successful,1962,2,2493
9,1962-01-11 00:00:00,R-14U Chusovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,11 January,Successful,1962,2,2494
13,1962-01-13 16:15:00,Aerobee-150A,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Test flight,13 January,Successful,1962,2,2495
17,1962-01-13 00:00:00,R-14 Chusovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,13 January,Successful,1962,2,2496
21,1962-01-13 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,13 January,Successful,1962,2,2497
25,1962-01-15 11:07:01,Thor DSV-2D,United States,,Cape Canaveral LC-17A,United States,US Air Force,United States,,,NASA,Suborbital,Test flight,15 January,Successful,1962,2,2498
29,1962-01-16 18:59:59,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,16 January,Successful,1962,2,2499
33,1962-01-16 00:00:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Solar,16 January,Successful,1962,2,2500
37,1962-01-16 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,16 January,Successful,1962,2,2501
41,1962-01-17 21:02:26,SM-65D Atlas,United States,,Vandenberg LC-576B-2,United States,Strategic Air Command,United States,,,Strategic Air Command,Suborbital,Missile test,17 January,Successful,1962,2,2502
45,1962-01-17 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,17 January,Successful,1962,2,2503
49,1962-01-18 00:00:00,Nike-Zeus,United States,,White Sands,United States,US Army,United States,,,US Army,Suborbital,Missile test,18 January,Successful,1962,2,2504
53,1962-01-21 00:57:00,HGM-25A Titan I,United States,,Vandenberg LC-395A-3,United States,Strategic Air Command,United States,,,Strategic Air Command,Suborbital,Missile test,21 January,Successful,1962,2,2505
57,1962-01-22 00:00:00,R-14 Chusovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,22 January,Successful,1962,2,2506
61,1962-01-23 17:05:37,UGM-27 Polaris A2,United States,,Cape Canaveral LC-29A,United States,US Navy,United States,,,US Navy,Suborbital,Missile test,23 January,Launch failure,1962,2,2507
64,1962-01-23 21:28:27,SM-65D Atlas,United States,,Vandenberg LC-576B-3,United States,Strategic Air Command,United States,,,Strategic Air Command,Suborbital,Missile test,23 January,Successful,1962,2,2508
